HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,Deck,CabinNum,Side,CabinSize,Surname,TotalSpend,NecessitiesSpend,EntertainmentSpend,AllGroupCryo,NoGroupCryo,IsAlone,IsChild
Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,4.0,9.0,773.0,0,1,G,156.0,S,1,Juartis,786.0,0.0,786.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,791.0,0,3,E,74.0,S,3,Summington,791.0,0.0,791.0,0,0,0,0
Earth,1.0,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,E,74.0,S,3,Summington,0.0,0.0,0.0,0,0,0,1
Earth,0.0,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,E,74.0,S,3,Summington,0.0,0.0,0.0,0,0,0,1
Europa,1.0,55 Cancri e,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,C,39.0,S,2,Spistory,0.0,0.0,0.0,1,0,0,0
Europa,1.0,TRAPPIST-1e,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,C,39.0,S,2,Spistory,0.0,0.0,0.0,1,0,0,0
Earth,0.0,TRAPPIST-1e,31.0,0.0,1633.0,4.0,49.0,6.0,0.0,0,2,G,148.0,P,2,Prinson,1692.0,1637.0,55.0,0,0,0,0
Earth,1.0,TRAPPIST-1e,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,G,148.0,P,2,Prinson,0.0,0.0,0.0,0,0,0,0
Earth,1.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,G,149.0,P,1,Hubbarton,0.0,0.0,0.0,1,0,1,0
Earth,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,G,158.0,S,1,Farleyatton,0.0,0.0,0.0,1,0,1,0
Mars,1.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,F,207.0,P,1,Frasp,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,44.0,0.0,0.0,131.0,267.0,554.0,0.0,0,1,F,189.0,S,1,Antoshipson,952.0,131.0,821.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,15.0,122.0,1125.0,0.0,0,1,F,190.0,S,1,Blanglison,1262.0,15.0,1247.0,0,1,1,0
Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,G,150.0,P,1,Webstephrey,0.0,0.0,0.0,1,0,1,0
Earth,0.0,nan,36.0,0.0,1.0,1410.0,0.0,1.0,0.0,1,1,F,191.0,S,1,Wilderssen,1412.0,1411.0,1.0,0,1,1,0
Mars,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,F,208.0,P,1,Wala,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,15.0,0.0,48.0,6.0,0.0,954.0,0.0,0,1,G,755.0,P,1,Blanglison,1008.0,54.0,954.0,0,1,1,0
Earth,0.0,55 Cancri e,18.0,0.0,187.0,12.0,0.0,1277.0,0.0,0,4,F,209.0,P,1,Chavezalez,1476.0,199.0,1277.0,0,0,0,0
Earth,1.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,G,152.0,P,3,Nichaner,0.0,0.0,0.0,0,0,0,1
Earth,0.0,55 Cancri e,54.0,0.0,0.0,5.0,0.0,594.0,209.0,0,4,G,152.0,P,3,Chavezalez,808.0,5.0,803.0,0,0,0,0
Earth,0.0,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,G,152.0,P,3,Chavezalez,0.0,0.0,0.0,0,0,0,1
Earth,0.0,TRAPPIST-1e,20.0,0.0,759.0,0.0,106.0,202.0,0.0,0,1,F,210.0,P,1,Harverez,1067.0,759.0,308.0,0,1,1,0
Earth,1.0,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,G,159.0,S,1,Leetersoney,0.0,0.0,0.0,1,0,1,0
Mars,0.0,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,F,211.0,P,4,Dal,0.0,0.0,0.0,0,1,0,1
Mars,0.0,TRAPPIST-1e,46.0,0.0,1454.0,0.0,81.0,38.0,0.0,0,4,F,211.0,P,4,Dal,1573.0,1454.0,119.0,0,1,0,0
Mars,0.0,TRAPPIST-1e,31.0,0.0,231.0,0.0,0.0,279.0,9.0,0,4,F,211.0,P,4,Dal,519.0,231.0,288.0,0,1,0,0
Mars,0.0,55 Cancri e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,F,211.0,P,4,Dal,0.0,0.0,0.0,0,1,0,1
Mars,1.0,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,F,212.0,P,1,Racke,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,23.0,0.0,1081.0,0.0,0.0,0.0,7.0,0,1,F,213.0,P,1,Farleyatton,1088.0,1081.0,7.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,14.0,0.0,756.0,84.0,0.0,8.0,99.0,0,1,F,194.0,S,1,Leonzaley,947.0,840.0,107.0,0,1,1,0
Earth,1.0,PSO J318.5-22,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,G,153.0,P,1,Garzaley,0.0,0.0,0.0,1,0,1,0
Earth,1.0,TRAPPIST-1e,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,G,154.0,P,1,Gonzaley,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,675.0,213.0,0,1,G,155.0,P,1,Cleman,888.0,0.0,888.0,0,1,1,0
Mars,0.0,55 Cancri e,13.0,0.0,4.0,0.0,1973.0,0.0,39.0,1,1,F,214.0,P,1,Bra,2016.0,4.0,2012.0,0,1,1,0
Earth,1.0,PSO J318.5-22,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,G,161.0,S,1,Georgasey,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,47.0,0.0,0.0,306.0,84.0,499.0,0.0,0,1,G,163.0,S,1,Knoxonway,889.0,306.0,583.0,0,1,1,0
Earth,0.0,PSO J318.5-22,15.0,0.0,521.0,162.0,62.0,5.0,0.0,1,1,G,164.0,S,1,Mcbritts,750.0,683.0,67.0,0,1,1,0
Europa,1.0,TRAPPIST-1e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,B,164.0,S,1,Heedry,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,49.0,0.0,0.0,0.0,1526.0,960.0,0.0,0,1,F,215.0,P,1,Talls,2486.0,0.0,2486.0,0,1,1,0
Europa,0.0,TRAPPIST-1e,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,C,38.0,P,2,Unteckery,0.0,0.0,0.0,0,1,0,0
Europa,0.0,TRAPPIST-1e,44.0,0.0,0.0,2349.0,7.0,815.0,10896.0,0,2,C,38.0,P,2,Unteckery,14067.0,2349.0,11718.0,0,1,0,0
Earth,0.0,TRAPPIST-1e,16.0,0.0,507.0,0.0,0.0,0.0,0.0,0,1,F,196.0,S,1,Beachez,507.0,507.0,0.0,0,1,1,0
Earth,1.0,TRAPPIST-1e,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,G,156.0,P,1,Unknown,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,537.0,612.0,3.0,0.0,1,1,F,216.0,P,1,Mcdon,1152.0,537.0,615.0,0,1,1,0
Mars,1.0,55 Cancri e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,F,217.0,P,2,Prie,0.0,0.0,0.0,1,0,0,0
Mars,1.0,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,F,217.0,P,2,Prie,0.0,0.0,0.0,1,0,0,0
Earth,0.0,TRAPPIST-1e,21.0,0.0,2.0,447.0,81.0,74.0,0.0,0,1,F,197.0,S,1,Warrison,604.0,449.0,155.0,0,1,1,0
Earth,0.0,55 Cancri e,22.0,0.0,0.0,0.0,21.0,0.0,0.0,0,1,F,198.0,S,1,Gallard,21.0,0.0,21.0,0,1,1,0
Earth,0.0,PSO J318.5-22,27.0,0.0,182.0,0.0,0.0,0.0,376.0,0,1,F,199.0,S,1,Colleruces,558.0,182.0,376.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,58.0,0.0,0.0,0.0,828.0,0.0,96.0,1,1,F,200.0,S,1,Valexandez,924.0,0.0,924.0,0,1,1,0
Mars,1.0,TRAPPIST-1e,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,F,218.0,P,2,Ble,0.0,0.0,0.0,1,0,0,0
Mars,1.0,55 Cancri e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,F,218.0,P,2,Ble,0.0,0.0,0.0,1,0,0,0
Europa,1.0,55 Cancri e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,C,39.0,P,1,Braned,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,27.0,53.0,677.0,0,1,F,201.0,S,1,Ingston,757.0,0.0,757.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,57.0,0.0,0.0,20.0,157.0,21.0,689.0,0,1,G,166.0,S,1,Clayson,887.0,20.0,867.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,26.0,0.0,0.0,773.0,48.0,0.0,149.0,0,1,F,219.0,P,1,Wolffy,970.0,773.0,197.0,0,1,1,0
Europa,0.0,TRAPPIST-1e,38.0,0.0,0.0,3262.0,0.0,295.0,1374.0,1,2,B,38.0,P,2,Ingwhed,4931.0,3262.0,1669.0,0,0,0,0
Europa,1.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,B,38.0,P,2,Ingwhed,0.0,0.0,0.0,0,0,0,0
Mars,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,F,202.0,S,1,Jaf,0.0,0.0,0.0,1,0,1,0
Mars,1.0,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,F,220.0,P,1,Staf,0.0,0.0,0.0,1,0,1,0
Earth,1.0,PSO J318.5-22,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,G,167.0,S,1,Pughanders,0.0,0.0,0.0,1,0,1,0
nan,0.0,TRAPPIST-1e,35.0,0.0,415.0,1328.0,0.0,14.0,60.0,0,1,F,0.0,S,1,Dingauge,1817.0,1743.0,74.0,0,1,1,0
Europa,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,B,41.0,S,2,Objeciane,0.0,0.0,0.0,1,0,0,0
Europa,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,B,41.0,S,2,Objeciane,0.0,0.0,0.0,1,0,0,0
Earth,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,G,161.0,P,1,Scheron,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,37.0,0.0,0.0,113.0,0.0,283.0,455.0,0,1,G,162.0,P,1,Bardinard,851.0,113.0,738.0,0,1,1,0
Earth,0.0,55 Cancri e,25.0,0.0,79.0,709.0,0.0,0.0,0.0,0,1,E,60.0,P,1,Ewins,788.0,788.0,0.0,0,1,1,0
Earth,0.0,55 Cancri e,41.0,0.0,638.0,0.0,133.0,0.0,0.0,0,1,G,163.0,P,1,Traverdy,771.0,638.0,133.0,0,1,1,0
Mars,0.0,TRAPPIST-1e,50.0,0.0,202.0,0.0,1108.0,0.0,0.0,0,1,F,204.0,S,1,Parte,1310.0,202.0,1108.0,0,1,1,0
Mars,0.0,TRAPPIST-1e,33.0,0.0,694.0,0.0,60.0,564.0,0.0,0,1,F,205.0,S,1,Traie,1318.0,694.0,624.0,0,1,1,0
Mars,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,F,206.0,S,3,Sfin,0.0,0.0,0.0,0,0,0,0
Mars,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,F,206.0,S,3,Sfin,0.0,0.0,0.0,0,0,0,0
Mars,0.0,TRAPPIST-1e,18.0,0.0,556.0,0.0,0.0,852.0,6.0,1,3,F,206.0,S,3,Sfin,1414.0,556.0,858.0,0,0,0,0
Earth,0.0,TRAPPIST-1e,31.0,0.0,0.0,1.0,0.0,16.0,843.0,0,1,F,207.0,S,1,Holcompson,860.0,1.0,859.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,F,165.0,S,1,Wagnerray,0.0,0.0,0.0,0,0,1,0
Earth,1.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,G,166.0,P,4,Carpennels,0.0,0.0,0.0,0,0,0,1
Earth,0.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,G,166.0,P,4,Willangsey,0.0,0.0,0.0,0,0,0,1
Earth,1.0,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,G,166.0,P,4,Willangsey,0.0,0.0,0.0,0,0,0,1
Earth,0.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,641.0,0.0,1,5,E,61.0,P,1,Willangsey,641.0,0.0,641.0,0,0,0,0
Earth,0.0,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,G,166.0,P,4,Willangsey,0.0,0.0,0.0,0,0,0,1
Earth,1.0,PSO J318.5-22,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,G,169.0,S,1,Pottney,0.0,0.0,0.0,1,0,1,0
Europa,1.0,55 Cancri e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,D,41.0,P,2,Pronfraked,0.0,0.0,0.0,0,0,0,0
Europa,0.0,TRAPPIST-1e,26.0,0.0,0.0,565.0,1.0,677.0,794.0,0,2,D,41.0,P,2,Pronfraked,2037.0,565.0,1472.0,0,0,0,0
Mars,1.0,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,F,223.0,P,1,Miste,0.0,0.0,0.0,1,0,1,0
Mars,0.0,TRAPPIST-1e,23.0,0.0,1862.0,59.0,18.0,192.0,0.0,1,1,D,42.0,P,1,Winie,2131.0,1921.0,210.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,60.0,0.0,437.0,2.0,0.0,0.0,365.0,0,1,F,224.0,P,1,Webstenson,804.0,439.0,365.0,0,1,1,0
Europa,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,B,164.0,S,1,Drelcate,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,27.0,0.0,233.0,0.0,0.0,0.0,488.0,0,1,G,170.0,S,1,Simson,721.0,233.0,488.0,0,1,1,0
Mars,1.0,TRAPPIST-1e,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,E,76.0,S,1,Weeke,0.0,0.0,0.0,1,0,1,0
Earth,0.0,PSO J318.5-22,22.0,0.0,0.0,78.0,642.0,0.0,0.0,0,1,F,225.0,P,1,Mcneiley,720.0,78.0,642.0,0,1,1,0
Mars,0.0,TRAPPIST-1e,18.0,0.0,490.0,355.0,298.0,245.0,0.0,0,4,F,226.0,P,3,Cuche,1388.0,845.0,543.0,0,1,0,0
Mars,0.0,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,F,226.0,P,3,Cuche,0.0,0.0,0.0,0,1,0,1
Mars,0.0,TRAPPIST-1e,18.0,0.0,787.0,0.0,106.0,1710.0,0.0,0,4,F,226.0,P,3,Cuche,2603.0,787.0,1816.0,0,1,0,0
Mars,0.0,TRAPPIST-1e,29.0,0.0,528.0,271.0,99.0,0.0,130.0,0,4,E,62.0,P,1,Frité,1028.0,799.0,229.0,0,1,0,0
Mars,0.0,PSO J318.5-22,39.0,0.0,173.0,0.0,660.0,1.0,781.0,0,1,F,227.0,P,1,Dan,1615.0,173.0,1442.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,17.0,0.0,82.0,0.0,263.0,16.0,515.0,0,1,F,208.0,S,1,Willangsey,876.0,82.0,794.0,0,1,1,0
Mars,0.0,TRAPPIST-1e,58.0,0.0,55.0,0.0,756.0,246.0,100.0,0,2,F,211.0,S,2,Seen,1157.0,55.0,1102.0,0,0,0,0
Mars,1.0,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,F,211.0,S,2,Unknown,0.0,0.0,0.0,0,0,0,1
Europa,0.0,TRAPPIST-1e,23.0,0.0,0.0,24.0,0.0,55.0,7516.0,0,2,C,42.0,S,2,Ennalve,7595.0,24.0,7571.0,0,1,0,0
Europa,0.0,55 Cancri e,26.0,0.0,8.0,6138.0,0.0,3.0,754.0,1,2,C,42.0,S,2,Ennalve,6903.0,6146.0,757.0,0,1,0,0
Europa,0.0,55 Cancri e,40.0,0.0,0.0,4076.0,6124.0,58.0,100.0,1,1,B,39.0,P,1,Opshaft,10358.0,4076.0,6282.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,719.0,1,1,E,78.0,S,1,Fielsenders,719.0,0.0,719.0,0,1,1,0
Mars,0.0,TRAPPIST-1e,38.0,1.0,936.0,0.0,363.0,0.0,0.0,0,2,E,79.0,S,2,Kidne,1299.0,936.0,363.0,0,1,0,0
Mars,0.0,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,E,79.0,S,2,Kidne,0.0,0.0,0.0,0,1,0,0
Earth,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,G,173.0,S,1,Oneidson,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,G,174.0,S,3,Barnolaney,0.0,0.0,0.0,0,0,0,1
Earth,0.0,TRAPPIST-1e,36.0,0.0,0.0,3011.0,0.0,0.0,98.0,1,3,G,174.0,S,3,Barnolaney,3109.0,3011.0,98.0,0,0,0,0
Earth,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,G,174.0,S,3,Barnolaney,0.0,0.0,0.0,0,0,0,0
Earth,0.0,TRAPPIST-1e,18.0,0.0,855.0,0.0,51.0,0.0,0.0,0,1,E,63.0,P,1,Andackson,906.0,855.0,51.0,0,1,1,0
Earth,0.0,PSO J318.5-22,55.0,0.0,98.0,46.0,0.0,743.0,0.0,1,1,F,229.0,P,1,Burnerez,887.0,144.0,743.0,0,1,1,0
Europa,0.0,TRAPPIST-1e,28.0,0.0,0.0,402.0,0.0,135.0,9010.0,0,1,B,40.0,P,1,Praded,9547.0,402.0,9145.0,0,1,1,0
Europa,1.0,55 Cancri e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,B,43.0,S,1,Dishocatal,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,28.0,0.0,2.0,0.0,0.0,787.0,3.0,0,1,E,80.0,S,1,Bellyonsley,792.0,2.0,790.0,0,1,1,0
Mars,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,E,81.0,S,1,Cako,0.0,0.0,0.0,0,0,0,0
Mars,0.0,55 Cancri e,20.0,0.0,0.0,3.0,3505.0,199.0,17.0,1,2,D,38.0,S,1,Cako,3724.0,3.0,3721.0,0,0,0,0
Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,G,755.0,P,1,Benney,0.0,0.0,0.0,1,0,1,0
Mars,0.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,E,64.0,P,1,Lake,0.0,0.0,0.0,0,1,1,0
Europa,1.0,55 Cancri e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,B,164.0,S,1,Sobvisted,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,32.0,0.0,0.0,1755.0,0.0,0.0,67.0,1,1,G,175.0,S,1,Bowenasey,1822.0,1755.0,67.0,0,1,1,0
Europa,0.0,TRAPPIST-1e,53.0,0.0,0.0,143.0,1632.0,3.0,756.0,1,3,B,46.0,S,3,Sofraten,2534.0,143.0,2391.0,0,0,0,0
Europa,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,B,46.0,S,3,Sofraten,0.0,0.0,0.0,0,0,0,0
Europa,1.0,55 Cancri e,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,B,46.0,S,3,Sofraten,0.0,0.0,0.0,0,0,0,0
Earth,1.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,G,176.0,S,1,Simstravery,0.0,0.0,0.0,1,0,1,0
Earth,0.0,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,908.0,1,1,G,173.0,P,1,Pugherman,908.0,0.0,908.0,0,1,1,0
Earth,0.0,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,G,177.0,S,2,Barnolderg,0.0,0.0,0.0,0,1,0,1
Earth,0.0,TRAPPIST-1e,35.0,0.0,482.0,0.0,884.0,0.0,30.0,0,3,F,217.0,S,1,Barnolderg,1396.0,482.0,914.0,0,1,0,0
Earth,0.0,TRAPPIST-1e,55.0,0.0,412.0,97.0,3.0,0.0,0.0,0,3,G,177.0,S,2,Barnolderg,512.0,509.0,3.0,0,1,0,0
Earth,0.0,55 Cancri e,26.0,0.0,620.0,0.0,187.0,0.0,1304.0,0,1,F,232.0,P,1,Roses,2111.0,620.0,1491.0,0,1,1,0
Europa,1.0,TRAPPIST-1e,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,B,42.0,P,1,Semageary,0.0,0.0,0.0,1,0,1,0
Europa,1.0,55 Cancri e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,C,42.0,P,7,Clugete,0.0,0.0,0.0,0,0,0,0
Europa,0.0,55 Cancri e,27.0,0.0,0.0,122.0,2138.0,7368.0,1213.0,0,7,C,42.0,P,7,Clugete,10841.0,122.0,10719.0,0,0,0,0
Europa,0.0,TRAPPIST-1e,30.0,0.0,0.0,5225.0,0.0,8.0,1933.0,0,7,C,42.0,P,7,Clugete,7166.0,5225.0,1941.0,0,0,0,0
Europa,0.0,55 Cancri e,39.0,0.0,0.0,5212.0,2.0,118.0,61.0,1,7,C,42.0,P,7,Clugete,5393.0,5212.0,181.0,0,0,0,0
Europa,1.0,55 Cancri e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,C,42.0,P,7,Clugete,0.0,0.0,0.0,0,0,0,0
Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,C,42.0,P,7,Clugete,0.0,0.0,0.0,0,0,0,0
Europa,0.0,55 Cancri e,34.0,0.0,2386.0,841.0,76.0,26.0,1693.0,0,7,C,42.0,P,7,Clugete,5022.0,3227.0,1795.0,0,0,0,0
Earth,0.0,55 Cancri e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,G,178.0,S,5,Logannon,0.0,0.0,0.0,0,0,0,1
Earth,0.0,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,G,178.0,S,5,Quinnerettt,0.0,0.0,0.0,0,0,0,1
Earth,1.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,G,178.0,S,5,Quinnerettt,0.0,0.0,0.0,0,0,0,1
Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,G,178.0,S,5,Vaught,0.0,0.0,0.0,0,0,0,1
Earth,0.0,55 Cancri e,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,G,178.0,S,5,Quinnerettt,0.0,0.0,0.0,0,0,0,1
Earth,1.0,55 Cancri e,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,G,179.0,S,1,Brookes,0.0,0.0,0.0,1,0,1,0
Mars,0.0,TRAPPIST-1e,41.0,0.0,29.0,0.0,1095.0,0.0,4.0,0,1,F,218.0,S,1,Coflé,1128.0,29.0,1099.0,0,1,1,0
Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,G,174.0,P,1,Corman,0.0,0.0,0.0,1,0,1,0
Europa,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,B,43.0,P,3,Ingascomet,0.0,0.0,0.0,1,0,0,0
Europa,1.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,B,43.0,P,3,Ingascomet,0.0,0.0,0.0,1,0,0,0
Europa,1.0,55 Cancri e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,B,43.0,P,3,Ingascomet,0.0,0.0,0.0,1,0,0,0
Earth,0.0,TRAPPIST-1e,26.0,0.0,131.0,799.0,0.0,0.0,16.0,0,2,F,233.0,P,1,Unknown,946.0,930.0,16.0,0,0,0,0
Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,G,175.0,P,1,Hessey,0.0,0.0,0.0,0,0,0,0
Europa,0.0,TRAPPIST-1e,27.0,0.0,0.0,2987.0,2.0,3072.0,67.0,0,2,B,47.0,S,2,Motter,6128.0,2987.0,3141.0,0,0,0,0
Europa,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,B,47.0,S,2,Motter,0.0,0.0,0.0,0,0,0,0
Europa,0.0,55 Cancri e,28.0,0.0,0.0,11330.0,72.0,43.0,461.0,1,2,B,48.0,S,2,Anderking,11906.0,11330.0,576.0,0,1,0,0
Europa,0.0,55 Cancri e,19.0,0.0,0.0,1291.0,0.0,16139.0,687.0,0,2,B,48.0,S,2,Anderking,18117.0,1291.0,16826.0,0,1,0,0
Europa,0.0,TRAPPIST-1e,31.0,0.0,0.0,1847.0,0.0,103.0,694.0,1,1,C,45.0,S,1,Radisiouss,2644.0,1847.0,797.0,0,1,1,0
Earth,0.0,55 Cancri e,35.0,0.0,0.0,1328.0,5.0,0.0,7.0,1,1,F,235.0,P,1,Unknown,1340.0,1328.0,12.0,0,1,1,0
Europa,0.0,55 Cancri e,46.0,0.0,0.0,7201.0,0.0,32.0,2587.0,0,4,B,44.0,P,4,Heermy,9820.0,7201.0,2619.0,0,0,0,0
Europa,0.0,TRAPPIST-1e,37.0,0.0,636.0,333.0,0.0,205.0,67.0,0,4,B,44.0,P,4,Heermy,1241.0,969.0,272.0,0,0,0,0
Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,B,44.0,P,4,Waring,0.0,0.0,0.0,0,0,0,0
Europa,1.0,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,B,44.0,P,4,Waring,0.0,0.0,0.0,0,0,0,0
